UBE3A,HERC2
UBE3A,HERC2
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,CGGBP1
UBE3A,CGGBP1
UBE3A,CGGBP1
UBE3A,CGGBP1
UBE3A,CGGBP1
UBE3A,CGGBP1
UBE3A,DAZAP2
UBE3A,DAZAP2
UBE3A,DAZAP2
UBE3A,DAZAP2
UBE3A,DAZAP2
UBE3A,DAZAP2
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,MAGEA12
UBE3A,MAGEA12
UBE3A,MAGEA12
UBE3A,MAGEA12
UBE3A,MAGEA12
UBE3A,MAGEA12
UBE3A,MCM6
UBE3A,MCM6
UBE3A,MEOX1
UBE3A,MEOX1
UBE3A,MEOX1
UBE3A,MEOX1
UBE3A,MEOX1
UBE3A,MEOX1
UBE3A,MEOX2
UBE3A,MEOX2
UBE3A,MEOX2
UBE3A,MEOX2
UBE3A,MEOX2
UBE3A,MEOX2
UBE3A,MID2
UBE3A,MID2
UBE3A,PAX5
UBE3A,PAX5
UBE3A,PAX5
UBE3A,PAX5
UBE3A,PAX5
UBE3A,PAX5
UBE3A,PAX6
UBE3A,PAX6
UBE3A,PAX6
UBE3A,PAX6
UBE3A,PAX6
UBE3A,PAX6
UBE3A,PROP1
UBE3A,PROP1
UBE3A,PROP1
UBE3A,PROP1
UBE3A,PROP1
UBE3A,PROP1
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,PTCD3
UBE3A,PTCD3
UBE3A,PTCD3
UBE3A,PTCD3
UBE3A,PTCD3
UBE3A,PTCD3
UBE3A,RAD23A
UBE3A,RAD23A
UBE3A,RAD23A
UBE3A,RAD23A
UBE3A,RAD23A
UBE3A,RAD23A
UBE3A,RAD23B
UBE3A,RAD23B
UBE3A,RAD23B
UBE3A,RAD23B
UBE3A,RAD23B
UBE3A,RAD23B
UBE3A,RPH3A
UBE3A,RPH3A
UBE3A,RPH3A
UBE3A,RPH3A
UBE3A,TP53
UBE3A,TP53
UBE3A,TP53
UBE3A,TP53
UBE3A,TP53
UBE3A,TP53
UBE3A,TP53BP2
UBE3A,TP53BP2
UBE3A,TP53BP2
UBE3A,TP53BP2
UBE3A,TP53BP2
UBE3A,TP53BP2
UBE3A,TTC23L
UBE3A,TTC23L
UBE3A,TTC23L
UBE3A,TTC23L
UBE3A,TTC23L
UBE3A,TTC23L
UBE3A,UBAC2
UBE3A,UBAC2
UBE3A,UBQLN1
UBE3A,UBQLN1
UBE3A,UBQLN1
UBE3A,UBQLN1
UBE3A,UBQLN1
UBE3A,UBQLN1
UBE3A,UBQLN2
UBE3A,UBQLN2
UBE3A,UBQLN2
UBE3A,UBQLN2
UBE3A,UBQLN2
UBE3A,UBQLN2
UBE3A,ZNF250
UBE3A,ZNF250
UBE3A,ZNF250
UBE3A,ZNF250
UBE3A,ZNF250
UBE3A,ZNF250
UBE3A,ZNF446
UBE3A,ZNF446
UBE3A,ZNF446
UBE3A,ZNF446
UBE3A,ZNF446
UBE3A,ZNF446
CFTR,UBE3A
CFTR,UBE3A
CFTR,UBE3A
CFTR,UBE3A
CFTR,UBE3A
CFTR,UBE3A
CFTR,UBE3A
UBE3A,MEF2C
UBE3A,MEF2C
UBE3A,MEF2C
SCRIB,UBE3A
UBE2L3,UBE3A
UBE2N,UBE3A
UBE3A,E6
UBE3A,UBE2L3
ubiq_human,UBE3A
Epha4,Ngef
Mvl,Ube3a
SUGT1,UBE3A
UBE3A,HIST2H2BF
Ube3a,UBE2D2
CAPN3,UBE3A
CEBPZ,UBE3A
DISC1,UBE3A
EAPP,UBE3A
EID1,UBE3A
EML1,UBE3A
MAPK10,UBE3A
NOMO2,UBE3A
PARVA,UBE3A
PDE1B,UBE3A
PRAG1,UBE3A
PSAP,UBE3A
RARA,UBE3A
SCAMP1,UBE3A
SUMO3,UBE3A
TBC1D14,UBE3A
TCF19,UBE3A
TTC3,UBE3A
UBE3A,AFTPH
UBE3A,CSTPP1
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E6
UBE3A,E7
UBE3A,EIF4G1
UBE3A,HBA1
UBE3A,HPCAL4
UBE3A,JADE1
UBE3A,MAGEA8
UBE3A,MEOX2
UBE3A,NELFCD
UBE3A,POLE4
UBE3A,RMI1
UBE3A,TRIM65
WDR4,UBE3A
YWHAE,UBE3A
YWHAZ,UBE3A
ANKRD49,UBE3A
AWAT2,UBE3A
BBS1,UBE3A
CA10,UBE3A
CCDC74A,UBE3A
CCDC92,UBE3A
CELA2B,UBE3A
CELA2B,UBE3A
COPS7B,UBE3A
COPS7B,UBE3A
DOK4,UBE3A
EEF1AKMT3,UBE3A
FAF2,UBE3A
FAM133A,UBE3A
FAM167A,UBE3A
FAM167A,UBE3A
FUZ,UBE3A
FUZ,UBE3A
GMCL2,UBE3A
Herc2,Ube3a
KDELR1,UBE3A
KDELR1,UBE3A
MAGEA1,UBE3A
MAGEA1,UBE3A
MAP7D2,UBE3A
MAP7D2,UBE3A
MAPK6,UBE3A
MAPK6,UBE3A
NEURL4,UBE3A
NSUN2,UBE3A
OR2M7,UBE3A
OR5M8,UBE3A
OR6T1,UBE3A
P0DTD1-PRO_0000449633,UBE3A
PIGF,UBE3A
PLAUR,UBE3A
PLAUR,UBE3A
PpD3,Ube3a
PRELID3A,UBE3A
Psmb5,UBE3A
PSMC1,UBE3A
PSMC4,UBE3A
PSMD10,UBE3A
PSMD12,UBE3A
PSMD13,UBE3A
PSMD14,UBE3A
Psmd6,UBE3A
RPH3A,UBE3A
RXFP1,UBE3A
S100A4,UBE3A
SEM1,UBE3A
SEM1,UBE3A
SEM1,UBE3A
SERHL2,UBE3A
SERHL2,UBE3A
SMARCC2,UBE3A
SMARCC2,UBE3A
SRPRB,UBE3A
SRPRB,UBE3A
TEPSIN,UBE3A
TLCD5,UBE3A
TMEM31,UBE3A
Tnf,ipi00768616-rat-pro
TRPV5,UBE3A
TRPV5,UBE3A
UBE2D1,UBE3A
UBE3A,H1-4
UBE3A,H1-4
UBE3A,H1-4
UBE3A,H1-4
UBE3A,H1-4
UBE3A,H1-4
UBE3A,ACTBL2
UBE3A,ACTBL2
UBE3A,ACTBL2
UBE3A,ALOX12B
UBE3A,CCP110
UBE3A,CCT4
UBE3A,CEP170
UBE3A,CEP170
UBE3A,CEP170
UBE3A,ECH1
UBE3A,ECH1
UBE3A,ECH1
UBE3A,ECH1
UBE3A,ECI2
UBE3A,ECI2
UBE3A,ECI2
UBE3A,EIF3C
UBE3A,EIF3C
UBE3A,EIF4A1
UBE3A,EIF4A1
UBE3A,ERCC6L2
UBE3A,H2AC4
UBE3A,H2AC4
UBE3A,H2AC4
UBE3A,H2AC4
UBE3A,H2AC4
UBE3A,H2AC4
UBE3A,H2BC12
UBE3A,H2BC12
UBE3A,H2BC12
UBE3A,H2BC12
UBE3A,H2BC12
UBE3A,HAL
UBE3A,HERC2
UBE3A,HERC2
UBE3A,HERC2
UBE3A,HERC2
UBE3A,HIF1AN
UBE3A,HIF1AN
UBE3A,IGLC7
UBE3A,IGLC7
UBE3A,KDM2A
UBE3A,KDM2A
UBE3A,KLK7
UBE3A,KRT6B
UBE3A,KRT6B
UBE3A,KRT6B
UBE3A,KRT6B
UBE3A,KRT6B
UBE3A,KRT72
UBE3A,KRT72
UBE3A,KRT72
UBE3A,KTN1
UBE3A,LARS1
UBE3A,LARS1
UBE3A,LCN1
UBE3A,LCN1
UBE3A,MAP7D1
UBE3A,MAP7D1
UBE3A,MAP7D1
UBE3A,MAP7D1
UBE3A,MAP7D1
UBE3A,MCM4
UBE3A,MTAP
UBE3A,MTAP
UBE3A,MTAP
UBE3A,MTAP
UBE3A,MTUS1
UBE3A,NEURL4
UBE3A,NEURL4
UBE3A,NEURL4
UBE3A,NEURL4
UBE3A,NEURL4
UBE3A,PHB1
UBE3A,PHB1
UBE3A,PIP
UBE3A,PIP
UBE3A,POTEF
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,PSMD4
UBE3A,PTCD3
UBE3A,PTCD3
UBE3A,PTCD3
UBE3A,PTCD3
UBE3A,RAD23B
UBE3A,RBM14
UBE3A,RBM14
UBE3A,RBM14
UBE3A,RBM14
UBE3A,RBM14
UBE3A,RBM14
UBE3A,RNASE7
UBE3A,RPL17
UBE3A,RPL17
UBE3A,RPL17
UBE3A,RPL17
UBE3A,RPL17
UBE3A,RPL21
UBE3A,RPL21
UBE3A,RPL21
UBE3A,RPL21
UBE3A,RPL21
UBE3A,RPL21
UBE3A,RPL29
UBE3A,RPL29
UBE3A,RPL29
UBE3A,RPL29
UBE3A,RPL29
UBE3A,RPL29
UBE3A,RPS26
UBE3A,RPS26
UBE3A,RPS26
UBE3A,RPS26
UBE3A,RPS26
UBE3A,RPS26
UBE3A,RPSA
UBE3A,RPSA
UBE3A,RPSA
UBE3A,RPSA
UBE3A,RPSA
UBE3A,RPSA
UBE3A,SLC25A1
UBE3A,SMARCC2
UBE3A,SUGT1
UBE3A,SUGT1
UBE3A,SUGT1
UBE3A,SUGT1
UBE3A,TANGO6
UBE3A,TANGO6
UBE3A,TANGO6
UBE3A,TIMP2
UBE3A,TIMP2
UBE3A,TIMP2
UBE3A,TIMP2
UBE3A,TIMP2
UBE3A,TP53BP2
UBE3A,TUBB2B
UBE3A,TUBB2B
UBE3A,TUBB2B
UBE3A,TXNL1
UBE3A,TXNL1
UBE3A,UBE3A
UBE3A,UBE3C
UBE3A,UBE3C
UBE3A,UCHL5
UBE3A,UCHL5
UBE3A,UCHL5
UBE3A,USP14
UBE3A,USP14
UBE3A,USP14
UBE3A,USP14
UBE3A,VASP
UBE3A,VASP
UBE3A,VASP
UBE3A,ZFAND5
UBE3A,ZFAND6
UBE3A,ZFAND6
UBXN1,UBE3A
UCHL5,UBE3A
ZFAND2B,UBE3A
ZNF366,UBE3A
UBE3A,EIF3C
UBE3A,EIF3C
UBE3A,EIF3C
UBE3A,EIF3C
UBE3A,HERC2
UBE3A,HERC2
UBE3A,HERC2
UBE3A,HERC2
